DM Sigma Time Sample Downfact
0.10 6.37 185.135631 2827526 9
0.10 6.28 185.155077 2827823 3
0.10 6.93 185.174589 2828121 4
0.10 6.24 185.194167 2828420 2
0.10 8.87 185.213482 2828715 6
0.10 6.28 185.273458 2829631 4
0.10 9.36 185.313268 2830239 9
0.10 5.57 185.313595 2830244 6
0.10 7.35 185.333238 2830544 4
0.10 5.56 185.351899 2830829 70
0.10 7.60 185.394524 2831480 4
0.10 5.45 185.41469 2831788 3
0.10 7.04 185.434595 2832092 3
0.10 9.53 185.475125 2832711 9
0.10 5.98 185.495554 2833023 14
0.10 5.20 185.536149 2833643 4
0.10 5.94 185.556381 2833952 6
0.10 6.88 185.576482 2834259 14
0.10 11.34 185.699446 2836137 9
0.10 6.44 picard 2836453 3
0.10 7.84 185.78247 2837405 20
0.10 5.25 185.78319 2837416 20
0.10 10.79 185.803488 2837726 9
0.10 5.14 185.803815 2837731 9
0.10 7.11 185.82503 2838055 14
0.10 5.57 185.847095 2838392 6
0.10 5.14 185.936536 2839758 9
0.10 7.55 185.982696 2840463 9
0.10 5.06 186.006333 2840824 1
0.10 8.63 186.029577 2841179 4
0.10 5.69 186.076065 2841889 3
0.10 5.77 186.099571 2842248 2
0.10 5.75 186.122488 2842598 3
0.10 5.35 186.168911 2843307 6
daphne 5.19 186.193202 2843678 4
0.10 5.84 186.216643 2844036 4
0.10 7.25 186.264048 2844760 6
0.10 7.41 186.311845 2845490 4
0.10 5.83 186.345893 2846010 1
0.10 5.56 186.359512 2846218 6
0.10 10.24 186.383607 2846586 9
0.10 6.41 186.408226 2846962 14
0.10 5.51 186.485619 2848144 4
0.10 7.84 186.643024 2850548 3
0.10 6.83 186.668952 2850944 6
0.10 5.77 186.695929 2851356 4
0.10 6.43 186.749423 2852173 2
0.10 5.13 186.768738 2852468 45
0.10 6.24 186.776661 2852589 2
0.10 6.79 186.86047 2853869 6
0.10 5.88 186.889018 2854305 14
0.10 5.09 186.918744 2854759 45
0.10 7.15 186.976298 2855638 4
0.10 6.82 187.0055 2856084 6
0.10 6.61 187.034571 2856528 9
0.10 6.99 187.064101 2856979 4
0.10 5.26 187.121851 2857861 100
0.10 5.36 187.154458 2858359 1
0.10 9.94 187.185036 2858826 6
0.10 11.56 187.215613 2859293 9
0.10 6.53 187.246452 2859764 3
0.10 8.65 187.306952 2860688 20
0.10 5.26 187.367714 2861616 9
0.10 8.01 187.398095 2862080 14
0.10 9.30 187.428542 2862545 6
0.10 5.95 187.487274 2863442 14
0.10 7.15 187.489238 2863472 3
0.10 9.92 187.579923 2864857 9
0.10 8.85 187.610304 2865321 9
0.10 5.06 187.670869 2866246 70
0.10 13.50 187.73222 2867183 14
0.10 8.10 187.732744 2867191 14
0.10 8.45 187.794292 2868131 9
0.10 5.75 187.82297 2868569 100
0.10 7.49 187.85728 2869093 4
0.10 9.11 187.919744 2870047 9
0.10 6.99 187.950911 2870523 9
0.10 9.80 187.982536 2871006 9
0.10 7.14 188.111458 2872975 6
0.10 10.93 188.143345 2873462 14
0.10 12.43 188.175625 2873955 14
0.10 6.33 188.304286 2875920 3
0.10 5.37 188.367732 2876889 9
0.10 8.12 188.400077 2877383 3
0.10 7.09 188.431833 2877868 2
0.10 7.41 188.463982 2878359 4
0.10 5.81 188.496262 2878852 3
0.10 6.60 188.528083 2879338 4
0.10 5.01 188.594018 2880345 2
0.10 6.60 188.659429 2881344 4
0.10 7.55 188.692101 2881843 4
0.10 9.45 188.724446 2882337 9
0.10 6.42 188.757839 2882847 30
0.10 6.26 188.790185 2883341 6
0.10 10.43 188.919435 2885315 14
0.10 9.10 189.079196 2887755 4
0.10 7.38 189.110625 2888235 4
0.10 10.61 189.141988 2888714 45
0.10 8.30 189.143494 2888737 45
0.10 6.07 189.17453 2889211 6
0.10 8.68 189.190571 2889456 100
0.10 10.13 189.205631 2889686 4
0.10 7.32 189.236536 2890158 4
0.10 5.11 189.23994 2890210 45
0.10 5.82 189.266524 2890616 3
0.10 6.08 189.284595 2890892 100
0.10 8.56 189.297167 2891084 9
0.10 5.23 189.334554 2891655 100
0.10 6.77 189.35747 2892005 9
0.10 10.58 189.387262 2892460 6
0.10 7.41 189.447369 2893378 3
0.10 6.98 189.485804 2893965 100
0.10 9.55 189.508196 2894307 14
0.10 6.95 189.537792 2894759 150
0.10 8.26 189.56994 2895250 6
0.10 6.45 189.601107 2895726 9
0.10 11.61 189.63175 2896194 9
0.10 7.29 189.638625 2896299 100
0.10 7.98 189.692054 2897115 9
0.10 5.98 189.722238 2897576 4
0.10 9.29 189.740571 2897856 100
0.10 12.40 189.75203 2898031 14
0.10 6.34 189.788173 2898583 150
0.10 5.59 189.833351 2899273 100
0.10 12.25 189.841929 2899404 14
0.10 10.47 189.903476 2900344 9
0.10 6.71 189.926262 2900692 70
0.10 6.58 189.933595 2900804 6
0.10 10.85 189.964173 2901271 9
0.10 7.72 189.9645 2901276 9
0.10 7.16 189.97406 2901422 100
0.10 9.28 189.994815 2901739 14
0.10 7.34 190.025393 2902206 14
0.10 11.60 190.08622 2903135 14
0.10 9.23 190.11647 2903597 14
0.10 9.25 190.146851 2904061 14
0.10 7.10 190.177363 2904527 9
0.10 6.40 190.208399 2905001 14
0.10 10.23 190.239435 2905475 14
0.10 12.95 190.270536 2905950 14
0.10 8.98 190.30144 2906422 14
0.10 5.70 190.332214 2906892 14
0.10 5.22 190.343149 2907059 70
0.10 8.05 190.392452 2907812 9
0.10 13.17 190.452036 2908722 14
0.10 12.04 190.512012 2909638 14
0.10 8.35 190.542131 2910098 14
0.10 5.13 190.610685 2911145 20
0.10 10.47 190.664375 2911965 9
0.10 12.21 190.694756 2912429 14
0.10 13.07 190.72494 2912890 9
0.10 6.01 190.784458 2913799 9
0.10 6.62 190.814905 2914264 4
0.10 10.46 190.844435 2914715 14
0.10 5.22 190.874488 2915174 20
0.10 7.27 190.96419 2916544 9
0.10 13.16 190.99444 2917006 14
0.10 9.10 191.053827 2917913 6
0.10 5.79 191.11269 2918812 45
0.10 14.74 191.172798 2919730 14
0.10 11.18 191.202458 2920183 9
0.10 6.87 191.202786 2920188 9
0.10 11.41 191.232381 2920640 14
0.10 8.09 191.262238 2921096 14
0.10 13.37 191.321887 2922007 14
0.10 5.25 191.351089 2922453 2
0.10 10.87 191.380946 2922909 14
0.10 11.94 191.410476 2923360 14
0.10 5.02 191.411 2923368 14
0.10 12.34 191.440071 2923812 14
0.10 6.38 191.469536 2924262 14
0.10 13.17 191.499262 2924716 14
0.10 13.87 191.529185 2925173 9
0.10 13.81 191.558845 2925626 14
0.10 11.03 191.588506 2926079 9
0.10 6.61 191.588833 2926084 9
0.10 6.29 191.647958 2926987 14
0.10 9.15 191.677095 2927432 14
0.10 13.43 191.706298 2927878 14
0.10 12.10 191.735304 2928321 14
0.10 5.81 191.735827 2928329 14
0.10 7.88 191.764113 2928761 9
0.10 5.94 191.793119 2929204 9
0.10 8.75 191.852244 2930107 14
0.10 9.00 191.88197 2930561 14
0.10 6.48 191.911369 2931010 14
0.10 13.76 191.941226 2931466 14
0.10 8.71 191.970887 2931919 9
0.10 5.08 192.00081 2932376 14
0.10 10.81 192.030536 2932830 14
0.10 5.16 192.03106 2932838 14
0.10 8.92 192.060589 2933289 6
0.10 12.85 192.119911 2934195 9
0.10 9.29 192.120238 2934200 9
0.10 6.50 192.15003 2934655 6
0.10 6.21 192.180607 2935122 9
0.10 13.55 192.211446 2935593 14
0.10 13.73 192.242417 2936066 14
0.10 5.57 192.24294 2936074 14
0.10 13.42 192.273256 2936537 14
0.10 9.22 192.303833 2937004 9
0.10 7.54 192.334738 2937476 4
0.10 14.54 192.395958 2938411 14
0.10 6.65 192.396482 2938419 14
0.10 9.18 192.427256 2938889 9
0.10 5.76 192.427583 2938894 9
0.10 6.48 192.458815 2939371 2
0.10 9.97 192.490179 2939850 9
0.10 6.33 192.521673 2940331 14
0.10 10.08 192.586298 2941318 14
0.10 12.97 192.618708 2941813 6
0.10 10.22 192.651381 2942312 6
0.10 10.54 192.683202 2942798 9
0.10 11.74 192.71522 2943287 14
0.10 8.62 192.715744 2943295 14
0.10 9.35 192.746911 2943771 6
0.10 10.97 192.77906 2944262 9
0.10 7.77 192.81075 2944746 6
0.10 13.26 192.842768 2945235 14
0.10 10.58 192.87472 2945723 14
0.10 13.01 192.907 2946216 14
0.10 5.09 192.907524 2946224 14
0.10 10.16 192.971887 2947207 9
0.10 7.64 193.005214 2947716 6
0.10 5.14 193.038149 2948219 3
0.10 6.56 193.102708 2949205 3
0.10 7.08 193.135446 2949705 14
0.10 11.41 193.168119 2950204 14
0.10 6.67 193.201512 2950714 4
0.10 7.34 193.234381 2951216 14
0.10 7.87 193.267905 2951728 9
0.10 6.21 193.301232 2952237 2
0.10 12.46 193.335804 2952765 14
0.10 8.32 193.40547 2953829 4
0.10 11.80 193.440107 2954358 9
0.10 6.51 193.47481 2954888 6
0.10 6.10 193.510101 2955427 14
0.10 9.99 193.545393 2955966 14
0.10 5.50 193.581077 2956511 6
0.10 5.19 193.617286 2957064 3
0.10 9.24 193.652905 2957608 14
0.10 5.35 193.68931 2958164 3
0.10 6.58 193.725452 2958716 6
0.10 7.15 193.798589 2959833 6
0.10 5.65 193.872643 2960964 20
0.10 5.45 193.91003 2961535 6
0.10 5.35 193.942899 2962037 100
0.10 7.05 193.98703 2962711 45
0.10 5.27 194.006607 2963010 2
0.10 6.69 194.024744 2963287 6
0.10 6.78 194.034565 2963437 70
0.10 7.13 194.083083 2964178 100
0.10 8.51 194.180185 2965661 6
0.10 11.04 194.218292 2966243 9
0.10 5.46 194.218619 2966248 9
0.10 5.59 194.221238 2966288 45
0.10 6.90 194.269167 2967020 70
0.10 6.61 194.322661 2967837 100
0.10 7.33 194.373863 2968619 100
0.10 5.30 194.409155 2969158 6
0.10 6.60 194.424607 2969394 100
0.10 6.30 194.478494 2970217 100
0.10 5.66 194.487726 2970358 4
0.10 5.42 194.527732 2970969 100
0.10 5.46 194.552155 2971342 30
0.10 5.73 194.567476 2971576 4
0.10 5.02 194.575857 2971704 30
0.10 7.28 194.630333 2972536 150
0.10 9.67 194.680881 2973308 6
0.10 7.16 194.722917 2973950 150
0.10 7.97 194.769929 2974668 100
0.10 7.46 194.819429 2975424 100
0.10 6.21 194.866899 2976149 150
0.10 5.22 194.912667 2976848 100
0.10 5.27 194.953 2977464 70
0.10 8.99 195.07125 2979270 4
0.10 9.01 195.153226 2980522 6
0.10 5.41 195.609071 2987484 1
0.10 5.63 195.656083 2988202 45
0.10 5.57 195.80131 2990420 150
0.10 5.57 195.913405 2992132 4
0.10 5.56 195.921196 2992251 100
0.10 5.30 195.971613 2993021 45
0.10 5.02 196.362571 2998992 6
0.10 5.28 196.439833 3000172 9
0.10 6.29 196.650274 3003386 2
0.10 7.74 196.901571 3007224 9
0.10 5.38 197.071155 3009814 1
0.10 5.39 197.264113 3012761 1
0.10 10.46 197.387143 3014640 20
0.10 5.19 197.387863 3014651 20
0.10 5.86 197.417982 3015111 9
0.10 5.41 197.448363 3015575 1
0.10 7.84 197.477893 3016026 4
0.10 6.62 197.606095 3017984 2
0.10 8.17 197.625542 3018281 2
0.10 5.49 197.654548 3018724 2
0.10 5.66 197.712363 3019607 3
0.10 5.83 197.740518 3020037 4
0.10 8.86 197.933804 3022989 4
0.10 8.19 197.961042 3023405 6
0.10 5.67 201.010399 3069977 2
0.10 9.36 201.095583 3071278 6
0.10 5.59 201.152482 3072147 2
0.10 9.05 201.263071 3073836 6
0.10 5.90 201.425387 3076315 2
0.10 5.31 201.452429 3076728 6
0.10 5.76 201.663262 3079948 2
0.10 6.90 201.715119 3080740 6
0.10 5.16 201.741113 3081137 1
0.10 5.12 201.870298 3083110 4
0.10 5.78 201.89544 3083494 2
0.10 6.87 202.049506 3085847 4
0.10 5.25 202.049899 3085853 1
0.10 7.52 202.075369 3086242 6
0.10 5.27 202.177446 3087801 1
0.10 6.99 202.202851 3088189 6
0.10 5.12 202.228649 3088583 1
0.10 8.50 202.279524 3089360 4
0.10 6.63 202.330595 3090140 6
0.10 7.02 202.355542 3090521 4
0.10 7.57 202.381667 3090920 4
0.10 5.58 202.407464 3091314 3
0.10 5.69 202.432935 3091703 3
0.10 7.02 202.484792 3092495 4
0.10 11.80 202.510196 3092883 9
0.10 5.48 202.510786 3092892 14
0.10 7.03 202.536256 3093281 4
0.10 7.79 202.56225 3093678 9
0.10 5.64 202.588179 3094074 2
0.10 9.31 202.613976 3094468 4
0.10 9.74 202.639905 3094864 6
0.10 7.88 202.665702 3095258 3
0.10 6.17 202.666488 3095270 4
0.10 9.52 202.719327 3096077 6
0.10 6.46 202.745845 3096482 1
0.10 7.48 202.798881 3097292 3
0.10 7.07 202.827101 3097723 4
0.10 12.33 202.908226 3098962 14
0.10 5.31 202.92931 3099284 45
0.10 6.53 202.936315 3099391 4
0.10 7.34 202.964208 3099817 20
0.10 12.70 202.992756 3100253 9
0.10 7.33 203.021762 3100696 20
0.10 9.37 203.051292 3101147 4
0.10 11.55 203.16928 3102949 14
0.10 5.28 203.199661 3103413 14
0.10 7.22 203.261405 3104356 4
0.10 11.60 203.29231 3104828 9
0.10 5.19 203.323411 3105303 4
0.10 9.65 203.353923 3105769 14
0.10 6.33 203.447815 3107203 4
0.10 6.45 203.478982 3107679 1
0.10 10.79 203.510018 3108153 9
0.10 9.59 203.541185 3108629 14
0.10 6.10 203.57294 3109114 4
0.10 9.93 203.635405 3110068 14
0.10 5.81 203.666375 3110541 2
0.10 7.09 203.698589 3111033 4
0.10 9.18 203.729363 3111503 14
0.10 5.05 203.76053 3111979 4
0.10 5.54 203.792155 3112462 3
0.10 6.39 203.823256 3112937 1
0.10 7.02 203.884869 3113878 3
0.10 10.75 203.915381 3114344 14
0.10 5.65 203.946679 3114822 14
0.10 11.34 203.97719 3115288 9
0.10 6.68 203.977518 3115293 9
0.10 6.11 204.038214 3116220 4
0.10 6.70 204.068333 3116680 9
0.10 7.84 204.07678 3116809 100
0.10 12.13 204.098518 3117141 14
0.10 8.22 204.170149 3118235 70
0.10 6.34 204.21919 3118984 150
0.10 7.77 204.264107 3119670 100
0.10 10.49 204.279429 3119904 9
0.10 8.87 204.31197 3120401 100
0.10 7.48 204.361077 3121151 100
0.10 5.38 204.407238 3121856 100
0.10 11.02 204.429173 3122191 9
0.10 6.99 204.4295 3122196 9
0.10 9.73 204.458702 3122642 9
0.10 5.12 204.462827 3122705 45
0.10 6.68 204.489018 3123105 14
0.10 5.63 204.51056 3123434 100
0.10 5.68 204.54919 3124024 1
0.10 6.66 204.561173 3124207 70
0.10 6.99 204.579113 3124481 4
0.10 7.91 204.609101 3124939 4
0.10 5.66 204.615125 3125031 70
0.10 6.91 204.638827 3125393 3
0.10 8.53 204.662923 3125761 45
0.10 6.00 204.664887 3125791 45
0.10 5.06 204.668357 3125844 6
0.10 7.80 204.715173 3126559 100
0.10 6.19 204.728071 3126756 4
0.10 7.55 204.764869 3127318 45
0.10 5.58 204.766375 3127341 45
0.10 6.58 204.818036 3128130 3
0.10 5.10 204.848024 3128588 3
0.10 6.39 204.861708 3128797 150
0.10 7.58 204.90728 3129493 70
0.10 5.79 204.909637 3129529 70
0.10 7.38 204.939494 3129985 14
0.10 6.42 204.954095 3130208 100
0.10 5.58 204.970333 3130456 4
0.10 9.62 205.000387 3130915 14
0.10 10.02 205.030571 3131376 14
0.10 8.15 205.047399 3131633 100
0.10 8.51 205.121911 3132771 9
0.10 6.08 205.152423 3133237 4
0.10 7.60 205.183 3133704 6
0.10 9.75 205.335625 3136035 9
0.10 7.87 205.365613 3136493 9
0.10 8.20 205.396518 3136965 20
0.10 8.01 205.457542 3137897 6
0.10 6.04 205.488054 3138363 9
0.10 5.96 205.549339 3139299 4
0.10 5.02 205.671911 3141171 14
0.10 9.60 205.702292 3141635 14
0.10 5.30 205.84706 3143846 9
0.10 5.20 207.073101 3162571 1
0.10 5.27 208.047845 3177458 70
0.10 6.95 208.581476 3185608 70
0.10 5.31 208.682048 3187144 45
0.10 5.00 208.96294 3191434 70
0.10 5.07 209.031952 3192488 100
0.10 6.23 209.312649 3196775 100
0.10 8.28 209.359333 3197488 100
0.10 7.94 209.406542 3198209 100
0.10 9.20 209.498732 3199617 70
0.10 6.23 209.50122 3199655 70
0.10 5.89 209.515167 3199868 1
0.10 8.81 209.546857 3200352 100
0.10 7.19 209.597732 3201129 100
0.10 8.39 209.645595 3201860 150
0.10 6.02 209.695292 3202619 100
0.10 9.14 209.746887 3203407 100
0.10 6.85 209.797762 3204184 100
0.10 5.95 209.849619 3204976 100
0.10 9.00 209.90056 3205754 100
0.10 6.50 209.949994 3206509 70
0.10 5.77 210.001458 3207295 100
0.10 5.08 210.027452 3207692 6
0.10 6.97 210.04847 3208013 100
0.10 7.55 210.096923 3208753 100
0.10 9.30 210.143804 3209469 100
0.10 5.66 210.189637 3210169 100
0.10 8.68 210.282089 3211581 70
0.10 5.63 210.615756 3216677 70
0.10 5.23 210.84381 3220160 2
0.10 5.11 210.88375 3220770 150
0.10 5.15 211.748298 3233974 70
0.10 5.23 211.831583 3235246 100
0.10 5.05 212.132315 3239839 70
0.10 5.06 213.682792 3263519 100
0.10 5.32 214.131762 3270376 70
0.10 5.00 214.181917 3271142 45
0.10 8.09 214.267887 3272455 70
0.10 5.37 214.27031 3272492 70
0.10 8.29 214.314768 3273171 70
0.10 5.21 214.317125 3273207 70
0.10 6.16 214.3625 3273900 100
0.10 5.42 214.408464 3274602 70
0.10 5.79 214.456393 3275334 100
0.10 6.03 214.502815 3276043 150
0.10 9.75 214.550548 3276772 100
0.10 5.39 214.553887 3276823 100
0.10 9.58 214.599131 3277514 70
0.10 7.12 214.651708 3278317 100
0.10 5.52 214.701143 3279072 70
0.10 7.28 214.752149 3279851 70
0.10 7.19 214.804006 3280643 100
0.10 7.57 214.90556 3282194 100
0.10 6.88 214.950018 3282873 45
0.10 8.62 214.99919 3283624 100
0.10 9.81 215.047643 3284364 100
0.10 6.17 215.094982 3285087 150
0.10 5.68 215.14003 3285775 100
0.10 7.89 215.186845 3286490 100
0.10 5.95 215.298679 3288198 45
0.10 5.96 215.680667 3294032 150
0.10 5.32 216.547833 3307276 150
0.10 5.58 217.499464 3321810 45
0.10 5.39 217.548833 3322564 70
0.10 5.23 217.68306 3324614 150
0.10 5.43 217.750304 3325641 70
0.10 5.59 217.799607 3326394 45
0.10 5.79 219.113583 3346462 1
0.10 6.90 219.450982 3351615 100
0.10 8.98 219.498714 3352344 100
0.10 8.40 219.546643 3353076 100
0.10 6.20 219.593196 3353787 150
0.10 6.67 219.639357 3354492 100
0.10 5.33 219.665548 3354892 45
0.10 6.90 219.686042 3355205 150
0.10 7.08 219.73469 3355948 100
0.10 7.58 219.784583 3356710 100
0.10 6.43 219.834869 3357478 100
0.10 7.22 219.884369 3358234 70
0.10 7.59 219.933804 3358989 70
0.10 6.30 219.989262 3359836 100
0.10 6.15 220.039679 3360606 100
0.10 5.17 220.08944 3361366 70
0.10 6.90 220.186149 3362843 100
0.10 7.90 220.233685 3363569 100
0.10 9.95 220.282333 3364312 100
0.10 7.13 220.329149 3365027 100
0.10 5.98 220.375833 3365740 100
0.10 7.97 220.419768 3366411 150
0.10 5.22 220.46619 3367120 70
0.10 5.57 221.765565 3386965 150
0.10 5.71 222.250417 3394370 70
0.10 6.97 222.330887 3395599 150
0.10 5.01 222.50178 3398209 100
0.10 5.10 222.649101 3400459 150
0.10 5.35 222.683673 3400987 45
0.10 5.54 223.134149 3407867 45
0.10 5.31 224.235786 3424692 100
0.10 6.33 224.530887 3429199 100
0.10 5.57 224.577768 3429915 100
0.10 6.78 224.624649 3430631 100
0.10 7.59 224.672185 3431357 150
0.10 5.54 224.718542 3432065 100
0.10 8.12 224.766339 3432795 100
0.10 7.59 224.814071 3433524 150
0.10 5.52 224.860298 3434230 100
0.10 6.15 224.960673 3435763 100
0.10 6.33 225.011286 3436536 100
0.10 7.36 225.060131 3437282 45
0.10 5.14 225.114607 3438114 150
0.10 8.13 225.261208 3440353 100
0.10 5.84 225.264548 3440404 100
0.10 7.48 225.355167 3441788 100
0.10 5.41 225.402964 3442518 100
0.10 6.73 225.450107 3443238 150
0.10 5.01 225.485464 3443778 3
0.10 5.82 225.498036 3443970 150
0.10 5.86 225.921143 3450432 45
0.10 5.31 226.254417 3455522 70
0.10 5.24 227.606238 3476168 70
0.10 6.18 229.139036 3499578 150
0.10 5.20 229.273262 3501628 30
0.10 6.93 229.807875 3509793 70
0.10 7.68 229.855214 3510516 100
0.10 5.95 229.900131 3511202 45
0.10 8.52 229.995202 3512654 100
0.10 7.54 230.041756 3513365 45
0.10 7.52 230.091125 3514119 70
0.10 5.02 230.093482 3514155 70
0.10 7.47 230.142327 3514901 100
0.10 8.70 230.19222 3515663 100
0.10 5.70 230.195625 3515715 100
0.10 7.43 230.242833 3516436 100
0.10 8.34 230.293446 3517209 100
0.10 7.78 230.343405 3517972 70
0.10 6.12 230.34622 3518015 70
0.10 6.14 230.394345 3518750 100
0.10 7.50 230.444631 3519518 150
0.10 8.44 230.492821 3520254 100
0.10 8.85 230.541994 3521005 100
0.10 8.10 230.590315 3521743 150
0.10 5.53 230.638833 3522484 100
0.10 6.32 230.757738 3524300 100
0.10 5.22 231.893357 3541644 45
0.10 5.56 231.94397 3542417 70
0.10 5.05 232.09378 3544705 70
0.10 5.01 232.294137 3547765 45
0.10 5.63 233.262464 3562554 70
0.10 5.21 234.296202 3578342 45
0.10 6.79 234.642637 3583633 100
0.10 8.61 234.689452 3584348 100
0.10 5.22 234.692792 3584399 100
0.10 5.15 234.761804 3585453 70
0.10 9.96 234.831339 3586515 100
0.10 7.83 234.87822 3587231 100
0.10 5.31 234.927393 3587982 150
0.10 7.74 234.973554 3588687 100
0.10 6.56 235.023446 3589449 100
0.10 7.39 235.076024 3590252 150
0.10 6.93 235.126244 3591019 150
0.10 6.81 235.178494 3591817 100
0.10 9.69 235.228452 3592580 100
0.10 6.16 235.231792 3592631 100
0.10 8.59 235.280048 3593368 100
0.10 7.59 235.330988 3594146 70
0.10 7.54 235.379702 3594890 100
0.10 7.24 235.427238 3595616 150
0.10 7.94 235.472417 3596306 100
0.10 6.66 235.518708 3597013 150
0.10 6.87 235.564083 3597706 30
0.10 9.87 235.615155 3598486 100
0.10 6.00 235.99747 3604325 70
0.10 5.13 236.180542 3607121 45
0.10 5.25 236.647911 3614259 45
0.10 5.28 236.789143 3616416 2
0.10 5.05 238.234923 3638497 14
0.10 5.36 239.084149 3651467 9
0.10 6.91 239.533381 3658328 70
0.10 6.15 239.768768 3661923 45
0.10 6.15 239.881714 3663648 150
0.10 5.01 239.918774 3664214 1
0.10 7.73 239.928006 3664355 150
0.10 7.38 240.02072 3665771 150
0.10 6.81 240.06806 3666494 100
0.10 7.73 240.118476 3667264 100
0.10 7.00 240.164768 3667971 150
0.10 6.91 240.21106 3668678 100
0.10 5.96 240.261149 3669443 100
0.10 6.05 240.312679 3670230 150
0.10 8.81 240.363685 3671009 150
0.10 6.87 240.414429 3671784 100
0.10 6.85 240.465696 3672567 150
0.10 7.72 240.516244 3673339 150
0.10 6.34 240.566661 3674109 100
0.10 7.06 240.612036 3674802 70
0.10 5.12 240.614458 3674839 70
0.10 5.97 240.659899 3675533 100
0.10 6.72 240.705274 3676226 150
0.10 7.69 240.753792 3676967 100
0.10 5.33 240.799887 3677671 100
0.10 7.47 240.848405 3678412 150
0.10 5.02 240.953625 3680019 20
0.10 5.77 243.153756 3713621 2
0.10 5.99 243.587863 3720251 45
0.10 5.78 243.972536 3726126 9
0.10 5.24 244.03644 3727102 1
0.10 6.22 244.605298 3735790 70
0.10 5.85 244.777958 3738427 45
0.10 7.98 244.826476 3739168 150
0.10 8.71 244.87375 3739890 100
0.10 9.45 244.920369 3740602 100
0.10 6.68 244.968821 3741342 150
0.10 5.43 245.015768 3742059 150
0.10 6.31 245.060488 3742742 70
0.10 8.82 245.107696 3743463 100
0.10 5.93 245.160929 3744276 150
0.10 6.08 245.211083 3745042 150
0.10 6.83 245.262155 3745822 100
0.10 6.95 245.314077 3746615 70
0.10 6.58 245.366458 3747415 100
0.10 6.32 245.468798 3748978 150
0.10 7.13 245.514369 3749674 100
0.10 7.77 245.559744 3750367 70
0.10 5.32 245.607411 3751095 70
0.10 7.09 245.655143 3751824 100
0.10 9.33 245.701304 3752529 150
0.10 5.68 245.74897 3753257 100
0.10 5.81 245.772607 3753618 70
0.10 5.07 246.005964 3757182 30
0.10 5.56 246.087417 3758426 150
0.10 5.37 246.558452 3765620 100
0.10 5.67 247.723863 3783419 100
0.10 5.25 248.04247 3788285 70
0.10 5.61 248.193393 3790590 150
0.10 5.51 249.442155 3809662 100
0.10 5.36 249.491196 3810411 150
0.10 7.42 250.013304 3818385 100
0.10 6.95 250.059923 3819097 100
0.10 7.47 250.108113 3819833 100
0.10 5.32 250.111452 3819884 100
0.10 7.92 250.154339 3820539 100
0.10 6.76 250.200565 3821245 100
0.10 5.52 250.249149 3821987 150
0.10 6.93 250.297732 3822729 150
0.10 9.43 250.343696 3823431 100
0.10 6.33 250.396994 3824245 70
0.10 5.40 250.448851 3825037 100
0.10 5.85 250.497762 3825784 45
0.10 5.99 250.548244 3826555 150
0.10 5.10 250.615095 3827576 150
0.10 5.13 250.653071 3828156 100
0.10 5.38 250.679131 3828554 45
0.10 5.55 250.70172 3828899 70
0.10 8.34 250.748536 3829614 70
0.10 8.60 250.796333 3830344 100
